Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-04-28,131,NABIL,Nabil Bank Limited,485.3,487.9,480.6,481.3,45746,22048192.7,485.01,700,419,2025-04-28T14:59:54.002751,481.9,523,481.96,130225.33
2,2025-04-28,132,NIMB,Nepal Investment Mega Bank Limited,207,208,204,204.99,122811,25249693.5,207.01,295,147.4,2025-04-28T14:59:56.860183,205,426,205.59,69960.21
3,2025-04-28,133,SCB,Standard Chartered Bank Limited,610.2,615,610.2,613.53,11379,6969469,613.3,790,511,2025-04-28T14:58:47.179496,615,99,612.48,61612.94
4,2025-04-28,134,HBL,Himalayan Bank Limited,228.9,229,218,219.38,40629,8963620.3,225.25,312.1,167.1,2025-04-28T14:59:58.158429,219.9,206,220.62,47510.28
5,2025-04-28,135,SBI,Nepal SBI Bank Limited,411.8,411.8,403,404.48,43988,17919262.3,403.82,549,270,2025-04-28T14:59:10.719685,404.2,157,407.36,44084.91
6,2025-04-28,137,EBL,Everest Bank Limited,617.1,623.8,617,618.16,19785,12254537.5,620.26,790,492.1,2025-04-28T14:59:55.107871,619,130,619.38,80018.92
7,2025-04-28,139,NICA,NIC Asia Bank Ltd.,358,358,350.2,352.89,64893,22851180,354.09,573,341.6,2025-04-28T14:59:56.346674,354,354,352.13,52642.6
8,2025-04-28,140,MBL,Machhapuchhre Bank Limited,219.6,220,217,217.43,72931,15906156.7,219.51,295,157.8,2025-04-28T14:59:59.748571,218,239,218.09,25268.32
9,2025-04-28,141,LSL,Laxmi Sunrise Bank Limited,218,218,207.8,208.91,149774,31620371.2,216.32,300,143.6,2025-04-28T14:59:31.250223,210,270,211.12,50862.3
10,2025-04-28,142,KBL,Kumari Bank Limited,204.1,204.1,198,198.44,226346,45039984.9,200.12,272.9,129.6,2025-04-28T14:59:51.47185,199,616,198.98,52042.6
11,2025-04-28,145,SBL,Siddhartha Bank Limited,270,275,270,270.03,33158,8969705.6,270.23,380,214,2025-04-28T14:59:54.701398,271.8,134,270.51,38047.17
12,2025-04-28,147,SHL,Soaltee Hotel Limited,503.3,506.9,500.1,500.88,57009,28651537.1,502.71,636.5,416.5,2025-04-28T14:59:57.2549,501,135,502.57,51183.06
13,2025-04-28,148,TRH,Taragaon Regency Hotel Limited,1005,1010,989,990.38,2465,2451833,1002.91,1538,700,2025-04-28T14:58:12.772957,996,40,994.65,19432.45
14,2025-04-28,149,OHL,Oriental Hotels Limited,862.4,870,840.4,850,9151,7853235.6,845.55,1205,704.1,2025-04-28T14:59:57.604423,850,64,858.18,10068.21
15,2025-04-28,152,NHPC,National Hydro Power Company Limited,225,241,225,231.12,557135,130797328.2,226.99,290,136,2025-04-28T14:59:50.70202,231.9,1427,234.76,5700.43
16,2025-04-28,153,BPCL,Butwal Power Company Limited,453,454.5,431.2,446.06,78291,34733775.1,445.66,536.5,284.4,2025-04-28T14:59:55.970727,446,433,443.64,15206.47
17,2025-04-28,154,CHCL,Chilime Hydropower Company Limited,491,497,481,482.39,86774,42402908.4,489.72,697,426.3,2025-04-28T14:59:27.50556,482.5,311,488.65,42365.41
18,2025-04-28,155,STC,Salt Trading Corporation,5016,5085,4998,5006.67,1931,9684271.1,5098.69,7000,4210,2025-04-28T14:59:51.519968,4998,94,5015.15,16057.25
19,2025-04-28,156,BBC,Bishal Bazar Company Limited,6033.9,6139,5914,5949.9,437,2602849,5915.6,7247,3631,2025-04-28T14:59:14.188109,5949.9,27,5956.17,238590.99
20,2025-04-28,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,656.1,669.4,652.3,658.49,25276,16638072.3,661.23,930.2,627,2025-04-28T14:55:01.102191,656,173,658.25,17200.28
21,2025-04-28,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,835,836,826.8,827.49,10917,9072077,834.92,1155,800,2025-04-28T14:59:14.238584,829.5,158,831,26606.67
22,2025-04-28,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,793.7,793.7,768.5,774.2,5312,4113745.7,778.17,1099,675,2025-04-28T14:58:00.2199,780,85,774.42,14464.27
23,2025-04-28,171,SANIMA,Sanima Bank Limited,304,307.5,304,304.99,65185,19938017.6,306.45,382,228,2025-04-28T14:58:30.668932,305,229,305.86,41422.29
24,2025-04-28,172,NABBC,Narayani Development Bank Limited,1600.6,1659,1600.6,1634.84,69363,113175723,1633.24,2060,421.1,2025-04-28T14:46:28.039833,1634.8,58,1631.64,4290.93
25,2025-04-28,176,NICL,Nepal Insurance Co. Ltd.,780,780,773,775.5,5142,3990440.2,777.55,1162,773,2025-04-28T14:59:24.410392,775,55,776.04,14663.76
26,2025-04-28,177,RBCL,Rastriya Beema Company Limited,14710,14799,14710,14734.9,175,2582355,14794,22493.9,12800,2025-04-28T14:59:38.927616,14712,12,14756.31,39288.62
27,2025-04-28,178,NLICL,National Life Insurance Co. Ltd.,620,628.7,618.9,620.44,17293,10728480.6,618.8,776.1,521.3,2025-04-28T14:57:57.765931,626.7,98,620.39,32338.16
28,2025-04-28,179,HEI,Himalayan Everest Insurance Limited,580,587,577.1,579.19,6458,3744839.9,577.54,810,567.5,2025-04-28T14:59:58.771787,580,71,579.87,14480.66
29,2025-04-28,180,UAIL,United Ajod Insurance Limited,627.54,635,625,625.08,6946,4346669.1,627.54,837.3,527,2025-04-28T14:59:22.471216,625,74,625.78,13126.68
30,2025-04-28,182,SPIL,Siddhartha Premier Insurance Limited,798,830.1,798,801.29,11810,9474990.9,800.33,1076,719,2025-04-28T14:59:55.746627,808,121,802.28,22488.6
31,2025-04-28,183,NIL,Neco Insurance Limited,742,748.9,735,735.75,4132,3052049.2,741.8,1050,735,2025-04-28T14:59:24.840539,735.1,72,738.63,18507.43
32,2025-04-28,184,PRIN,Prabhu Insurance Ltd.,871,900,870.3,878.93,7029,6185109.6,883.68,1113,756,2025-04-28T14:58:24.630211,884,83,879.94,12669.67
33,2025-04-28,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,730,730,707.1,714.68,17156,12310614.3,717.98,926,615.2,2025-04-28T14:59:42.974894,715.5,56,717.56,18743.47
34,2025-04-28,186,IGI,IGI Prudential insurance Limited,560,560,553,554.14,17839,9892648.5,553.73,760,508,2025-04-28T14:59:10.186558,557,113,554.55,16786.76
35,2025-04-28,187,NLIC,Nepal Life Insurance Co. Ltd.,763.1,774,763,767.12,28941,22263016.7,770.21,1060,566,2025-04-28T14:59:33.940398,767,213,769.25,69261.45
36,2025-04-28,188,LICN,Life Insurance Corporation (Nepal) Limited,930,941.1,930,932.57,22360,20934866,938.3,2475,930,2025-04-28T14:59:54.329267,932.4,252,936.26,46628.5
37,2025-04-28,192,SICL,Shikhar Insurance Co. Ltd.,790,795,788,790.89,3090,2441548.5,791.52,1120,670,2025-04-28T14:59:21.429624,791.8,38,790.14,23097.48
