Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-04-30,131,NABIL,Nabil Bank Limited,480,487,478,478.18,49915,23920163.4,481.45,700,419,2025-04-30T14:59:49.530352,478,571,479.21,129381.15
2,2025-04-30,132,NIMB,Nepal Investment Mega Bank Limited,207.6,207.6,201,201.61,150280,30397349.3,203.56,295,147.4,2025-04-30T14:59:53.859135,202,510,202.27,68806.66
3,2025-04-30,133,SCB,Standard Chartered Bank Limited,608.36,612,600,601.42,26084,15770932.1,608.36,790,511,2025-04-30T14:59:45.175818,602.9,213,604.62,60396.81
4,2025-04-30,134,HBL,Himalayan Bank Limited,215.5,216.1,212.1,215.05,80923,17311157,216.35,312.1,167.1,2025-04-30T14:59:59.382288,215.5,270,213.92,46572.55
5,2025-04-30,135,SBI,Nepal SBI Bank Limited,393,398,388,389.41,42088,16463770.4,395.58,549,270,2025-04-30T14:59:59.521041,388.4,179,391.17,42442.41
6,2025-04-30,137,EBL,Everest Bank Limited,616,620,610,612.63,20918,12829007.1,615.95,790,492.1,2025-04-30T14:59:51.291808,612,170,613.29,79303.08
7,2025-04-30,139,NICA,NIC Asia Bank Ltd.,350.3,351,346.3,346.84,119600,41596006.1,351.57,573,341.6,2025-04-30T14:59:34.147224,347.1,479,347.79,51740.09
8,2025-04-30,140,MBL,Machhapuchhre Bank Limited,214.5,215,212,212.43,64532,13750036.5,213.56,295,157.8,2025-04-30T14:59:57.96394,212,206,213.07,24687.25
9,2025-04-30,141,LSL,Laxmi Sunrise Bank Limited,211.7,211.7,204.9,207.01,200727,41409802.2,209.54,300,143.6,2025-04-30T14:59:30.447896,207,325,206.29,50399.72
10,2025-04-30,142,KBL,Kumari Bank Limited,201.7,201.7,195,197.98,282874,55644800.9,197.76,272.9,129.6,2025-04-30T14:59:58.115265,197,763,196.71,51921.96
11,2025-04-30,145,SBL,Siddhartha Bank Limited,270.8,270.9,261,267.08,45402,12022430.2,265.59,380,214,2025-04-30T14:59:58.945915,269,146,264.79,37631.52
12,2025-04-30,147,SHL,Soaltee Hotel Limited,499.8,503.7,493,502.35,52501,26269652.8,499.8,636.5,416.5,2025-04-30T14:59:45.222968,503,144,500.36,51333.27
13,2025-04-30,148,TRH,Taragaon Regency Hotel Limited,980,985,940,941.13,5413,5156885.6,978,1538,700,2025-04-30T14:49:58.35052,941.1,88,952.68,18466.1
14,2025-04-30,149,OHL,Oriental Hotels Limited,848,852,843.1,843.13,4385,3707980.9,849.73,1205,706,2025-04-30T14:57:21.359661,843.1,36,845.6,9986.83
15,2025-04-30,152,NHPC,National Hydro Power Company Limited,229.9,232.2,224.1,226.07,275561,63055416.1,226.21,290,136,2025-04-30T14:59:59.860911,226,708,228.82,5575.88
16,2025-04-30,153,BPCL,Butwal Power Company Limited,448,484.9,448,468.55,435271,200897401,448.33,536.5,284.4,2025-04-30T14:59:57.430941,467,1233,461.54,15973.17
17,2025-04-30,154,CHCL,Chilime Hydropower Company Limited,485,494,480.3,486.06,73955,36062854.6,478.52,697,426.3,2025-04-30T14:59:51.120765,485,344,487.63,42687.72
18,2025-04-30,155,STC,Salt Trading Corporation,4905.1,5060,4905.1,5026.09,2605,12985411.3,4919.82,7000,4210,2025-04-30T14:59:47.226303,5060,97,4984.8,16119.53
19,2025-04-30,156,BBC,Bishal Bazar Company Limited,6028.9,6028.9,5880,5941.27,788,4682237,5923.87,7247,3631,2025-04-30T14:56:24.261214,5988,43,5941.92,238244.93
20,2025-04-30,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,650,660,650,656.22,4278,2806466.6,653.39,930.2,634.1,2025-04-30T14:56:33.336289,655,58,656.02,17140.99
21,2025-04-30,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,824.1,834,822,832.28,13404,11077435,824.63,1155,800,2025-04-30T14:59:44.488084,833,134,826.42,26760.68
