Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-05-27,131,NABIL,Nabil Bank Limited,498,498.1,493.6,496.48,33750,16728470.2,498.07,700,450,2025-05-27T14:59:43.179522,496.5,325,495.65,134332.59
2,2025-05-27,134,HBL,Himalayan Bank Limited,225,232.4,224,231.09,47755,10949283.6,228.3,312.1,172.1,2025-05-27T14:59:53.703224,232.4,142,229.28,50046.27
3,2025-05-27,135,SBI,Nepal SBI Bank Limited,400,405.9,399.1,403.23,19040,7660544.9,403.77,549,282.3,2025-05-27T14:58:59.930438,401,90,402.33,43948.68
4,2025-05-27,137,EBL,Everest Bank Limited,650,658,645,654.3,98118,63906085.4,650.47,790,511,2025-05-27T14:59:48.41194,657,303,651.31,84697.13
5,2025-05-27,139,NICA,NIC Asia Bank Ltd.,357.1,364,355,361.45,43915,15805395,362.83,573,335.5,2025-05-27T14:59:56.712819,362,282,359.9,53919.55
6,2025-05-27,142,KBL,Kumari Bank Limited,215,219,212.1,215.57,428901,92758774.4,216.21,272.9,133.2,2025-05-27T14:59:40.978225,215,803,216.27,56535.09
7,2025-05-27,154,CHCL,Chilime Hydropower Company Limited,489.9,492.9,485,487.12,24937,12197920.6,487.26,697,427,2025-05-27T14:59:34.737323,485,167,489.14,42780.81
8,2025-05-27,155,STC,Salt Trading Corporation,5005,5010,4954,4997.88,1872,9344222,5004.88,7000,4360,2025-05-27T14:57:19.711778,5010,43,4991.57,16029.06
9,2025-05-27,179,HEI,Himalayan Everest Insurance Limited,570,575,566.3,571,5054,2887309.5,568.38,810,555,2025-05-27T14:59:34.068637,571,48,571.29,14275.9
10,2025-05-27,180,UAIL,United Ajod Insurance Limited,596,600,590.1,597.13,9723,5800881.8,598.16,837.3,545.2,2025-05-27T14:56:19.596069,599,92,596.61,12539.73
