Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-05-18,131,NABIL,Nabil Bank Limited,483,485,479,480.49,37266,17902061.6,482.11,700,432.2,2025-05-18T14:59:54.157471,480.9,531,480.38,130006.17
2,2025-05-18,134,HBL,Himalayan Bank Limited,213,216,213,213.79,134731,28977007.4,215.05,312.1,172.1,2025-05-18T14:59:46.488684,214,137,215.07,46299.68
3,2025-05-18,140,MBL,Machhapuchhre Bank Limited,211.2,214,209.1,211.96,66316,14024952,211.18,295,164.2,2025-05-18T14:57:26.569703,213.5,164,211.48,24632.63
4,2025-05-18,142,KBL,Kumari Bank Limited,198.8,198.8,195,196.06,285532,55941454.7,195.96,272.9,133.2,2025-05-18T14:59:47.28972,196,457,195.92,51418.42
5,2025-05-18,147,SHL,Soaltee Hotel Limited,571,586,560,566.93,409600,234808358.4,571.85,636.5,416.5,2025-05-18T14:59:54.987268,564,1195,573.26,57932.46
6,2025-05-18,152,NHPC,National Hydro Power Company Limited,220,224.4,217,217.6,119752,26159988.6,220.01,290,136,2025-05-18T14:59:21.845235,217.3,355,218.45,5366.97
7,2025-05-18,153,BPCL,Butwal Power Company Limited,464,473.9,450.6,454.55,116849,53386120.7,463.73,555,286,2025-05-18T14:59:59.484185,456,477,456.88,15495.9
8,2025-05-18,154,CHCL,Chilime Hydropower Company Limited,485,488.8,477.3,479.23,50384,24223915,482.65,697,427,2025-05-18T14:59:38.008215,479,314,480.78,42087.88
9,2025-05-18,155,STC,Salt Trading Corporation,5100,5110,5000.1,5075.9,2695,13677663,5123.79,7000,4350,2025-05-18T14:59:26.612477,5076,62,5075.19,16279.28
10,2025-05-18,156,BBC,Bishal Bazar Company Limited,5650,5839,5507.8,5573.9,1416,7963564.1,5734.8,7247,3684.8,2025-05-18T14:59:27.306516,5507.8,101,5623.98,223513.39
11,2025-05-18,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,858,869.8,852.5,861.55,19247,16577397.6,848.17,1155,815,2025-05-18T14:58:44.907349,862,249,861.29,27701.81
12,2025-05-18,171,SANIMA,Sanima Bank Limited,305.28,310,304.5,305.06,51355,15698168.4,305.28,382,240,2025-05-18T14:59:55.223325,305.9,174,305.67,41431.8
13,2025-05-18,177,RBCL,Rastriya Beema Company Limited,14550,14699,14500,14500,160,2323390,14570.03,22493.9,12917,2025-05-18T14:33:58.230248,14500,13,14521.18,38662.29
14,2025-05-18,182,SPIL,Siddhartha Premier Insurance Limited,797.36,804,789.1,799.08,13785,10943077.6,797.36,1076,760,2025-05-18T14:53:23.137032,800,83,793.83,22426.58
15,2025-05-18,183,NIL,Neco Insurance Limited,700,700,687,690.46,16253,11241310.2,693.21,1050,687,2025-05-18T14:59:26.411234,691,121,691.64,18583.96
16,2025-05-18,184,PRIN,Prabhu Insurance Ltd.,874,874,848.4,850.09,4972,4261327.9,858.81,1113,756,2025-05-18T14:59:45.639162,848.4,68,857.06,12253.95
17,2025-05-18,188,LICN,Life Insurance Corporation (Nepal) Limited,940,940,911.6,925.34,34527,31856957,948.89,2475,905.6,2025-05-18T14:59:51.624638,925,413,922.66,46267
18,2025-05-18,204,GUFL,Gurkhas Finance Ltd.,540.1,548,535,536.3,8379,4506674.1,540.35,1041,528.1,2025-05-18T14:59:47.092368,540,79,537.85,4655.05
19,2025-05-18,210,CIT,Citizen Investment Trust,1912,1925,1900.1,1909.27,16787,32038687.5,1914.83,2700,1887,2025-05-18T14:59:58.65736,1907,327,1908.54,123753.39
20,2025-05-18,213,BNT,Bottlers Nepal (Terai) Limited,12810,12810,12305,12467.06,318,3951937,12560,18100,12300,2025-05-18T14:59:19.387536,12455,21,12427.47,15085.14
21,2025-05-18,227,BFC,Best Finance Company Ltd.,496,496,478.3,479.31,13009,6284386,486.64,951.6,381.2,2025-05-18T14:59:41.079829,484.9,108,483.07,4267.89
22,2025-05-18,232,GFCL,Goodwill Finance Limited,642.1,654.9,642,651.33,26636,17299290.3,640.45,1353,446,2025-05-18T14:59:55.449822,645,141,649.47,6162.33
23,2025-05-18,235,HDL,Himalayan Distillery Limited,1212,1218.9,1209,1211.98,33706,40840201.2,1209.67,1749,1136,2025-05-18T14:59:55.727952,1211.9,502,1211.65,37249.02
24,2025-05-18,238,NMB,NMB Bank Limited,233.1,235.5,232.1,233.63,23464,5481661.2,234.78,300,179.3,2025-05-18T14:56:23.889258,235,152,233.62,42910.14
25,2025-05-18,244,SIFC,Shree Investment Finance Co. Ltd.,500,503,492.1,494.83,15028,7457924.1,499.83,795,409.3,2025-05-18T14:59:40.701521,494,99,496.26,4948.3
26,2025-05-18,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,787.1,798.9,783.3,788,2058,1623899.6,785.12,1232,781,2025-05-18T14:59:19.905262,788,42,789.06,13054.2
27,2025-05-18,274,EDBL,Excel Development Bank Ltd.,600,600,575.3,578.04,34466,19957191.7,596.1,838.2,367.7,2025-05-18T14:59:52.602103,577.5,136,579.03,7223.73
28,2025-05-18,357,PCBL,Prime Commercial Bank Ltd.,238,238,233,234.15,21062,4933292.1,234.5,329,190.1,2025-05-18T14:59:44.117989,234.7,123,234.22,45431.13
29,2025-05-18,132,NIMB,Nepal Investment Mega Bank Limited,205,206,202.1,203.62,122703,24978370,203.65,295,149.2,2025-05-18T14:59:35.775496,204,280,203.56,69492.64
30,2025-05-18,133,SCB,Standard Chartered Bank Limited,602.7,606,600,602.09,13367,8045711.4,602.7,790,545,2025-05-18T14:56:25.620651,601.6,142,601.9,60464.1
31,2025-05-18,135,SBI,Nepal SBI Bank Limited,382,382,374.2,377.64,10731,4040455.9,375.83,549,281,2025-05-18T14:57:52.029481,380,84,376.52,41159.58
32,2025-05-18,137,EBL,Everest Bank Limited,614,624,610,615.4,24672,15182034.1,612.4,790,509,2025-05-18T14:59:50.86846,615.5,200,615.35,79661.65
33,2025-05-18,139,NICA,NIC Asia Bank Ltd.,343.8,343.8,335.5,337.51,111931,37864933.3,341.58,573,335.5,2025-05-18T14:59:52.895149,337.5,670,338.28,50348.28
34,2025-05-18,141,LSL,Laxmi Sunrise Bank Limited,202.1,207.9,202.1,203.73,83156,16945597,205.31,300,147.7,2025-05-18T14:59:59.5007,204,203,203.78,49601.15
35,2025-05-18,145,SBL,Siddhartha Bank Limited,270,276.5,270,273.58,48070,13081948.2,272.05,380,224.3,2025-05-18T14:59:57.657769,274.9,108,272.14,38547.37
36,2025-05-18,148,TRH,Taragaon Regency Hotel Limited,1010,1035,1010,1033.94,33588,34350208.5,998.37,1538,725,2025-05-18T14:59:59.775636,1034.9,239,1022.69,20287.15
37,2025-05-18,149,OHL,Oriental Hotels Limited,895,980.5,886,945.15,190905,176645288.7,891.43,1205,740,2025-05-18T14:59:53.709797,947,695,925.3,11195.25
38,2025-05-18,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,663,683,663,669.04,8124,5462554.8,662.48,930.2,649,2025-05-18T14:59:52.139867,669,95,672.39,17475.86
39,2025-05-18,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,783,794,773.1,782.96,12249,9613349.3,772.34,1099,713,2025-05-18T14:59:51.156082,781,127,784.82,14627.93
40,2025-05-18,172,NABBC,Narayani Development Bank Limited,1549.9,1600,1490.1,1581.58,55792,85870038,1581.5,2060,521.1,2025-05-18T14:55:40.79218,1584.8,74,1539.11,4151.14
