Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
1,2025-06-02,131,NABIL,Nabil Bank Limited,510.4,510.4,500.1,500.78,73634,37032517.5,500.42,700,450,2025-06-02T14:59:44.27585,502,664,502.92,135496.04
2,2025-06-02,132,NIMB,Nepal Investment Mega Bank Limited,226.8,228,218.1,218.79,204636,45433416.7,222.41,295,149.2,2025-06-02T14:59:54.609956,220,675,222.02,74669.95
3,2025-06-02,133,SCB,Standard Chartered Bank Limited,640,642,630,630.36,22770,14464056.2,628.67,790,549,2025-06-02T14:59:49.978155,630.2,172,635.22,63303.07
4,2025-06-02,134,HBL,Himalayan Bank Limited,237,237.7,226.2,230.77,105438,24555576.8,236.25,312.1,172.1,2025-06-02T14:58:59.284055,234.8,294,232.89,49976.97
5,2025-06-02,135,SBI,Nepal SBI Bank Limited,412,417.6,410,414.19,167278,69057161.8,409.49,549,282.3,2025-06-02T14:59:53.668579,417,264,412.82,45143.22
6,2025-06-02,137,EBL,Everest Bank Limited,676,676,666,668.89,214147,143395190.5,663.48,790,511,2025-06-02T14:59:53.17247,671,463,669.61,86585.77
7,2025-06-02,139,NICA,NIC Asia Bank Ltd.,376,382.5,366,369.69,151086,56438137.6,371.62,573,335.5,2025-06-02T14:59:47.405707,368,584,373.54,55148.75
8,2025-06-02,140,MBL,Machhapuchhre Bank Limited,239,239.5,229,230.33,138797,32396749.4,234.82,295,164.2,2025-06-02T14:59:47.407427,231,353,233.41,26767.47
9,2025-06-02,141,LSL,Laxmi Sunrise Bank Limited,235,235.6,227,228.15,274233,62952432.8,232.63,300,147.7,2025-06-02T14:59:40.98597,227.6,464,229.55,55546.57
10,2025-06-02,142,KBL,Kumari Bank Limited,226.5,231,219.7,221.5,800057,179183465.6,222.07,272.9,133.2,2025-06-02T14:59:59.864958,221.9,1689,223.96,58090.28
11,2025-06-02,145,SBL,Siddhartha Bank Limited,308,311,305.1,306.14,113892,35012493.6,304.72,380,237,2025-06-02T14:59:58.828565,306.1,261,307.41,43135.07
12,2025-06-02,147,SHL,Soaltee Hotel Limited,582.2,601,578,585.4,561476,330379078.3,570.85,636.5,416.5,2025-06-02T14:59:57.127335,582,1340,588.41,59819.84
13,2025-06-02,148,TRH,Taragaon Regency Hotel Limited,953.5,976,953.5,970.79,14986,14489431,934.86,1538,735,2025-06-02T14:57:59.225718,973,139,966.86,19048.07
14,2025-06-02,149,OHL,Oriental Hotels Limited,925,942.9,908,915.21,74116,68326886.1,906.93,1205,740,2025-06-02T14:59:59.15073,916,407,921.89,10840.62
15,2025-06-02,152,NHPC,National Hydro Power Company Limited,222,225,217,217.51,137192,30178111.5,217.72,290,136,2025-06-02T14:59:36.950586,217.2,327,219.96,5364.75
16,2025-06-02,153,BPCL,Butwal Power Company Limited,573.8,599.7,570,576.55,601705,349831667.1,562.61,599.7,286,2025-06-02T14:59:59.27389,577.9,1920,581.4,19654.96
17,2025-06-02,154,CHCL,Chilime Hydropower Company Limited,501.5,501.5,488,488.51,43138,21257531.3,495.14,697,427,2025-06-02T14:59:49.430294,488,295,492.77,42902.89
18,2025-06-02,155,STC,Salt Trading Corporation,5003,5086,4950,5012.02,3712,18552275.9,5013.76,7000,4454,2025-06-02T14:58:35.346893,5040,79,4997.91,16074.41
19,2025-06-02,156,BBC,Bishal Bazar Company Limited,5682,5694.7,5581,5660.63,348,1958058.5,5681.95,7247,3684.8,2025-06-02T14:55:17.71414,5681,28,5626.6,226991.26
20,2025-06-02,163,NUBL,Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,707.8,707.8,692.1,694.1,11368,7925282.1,694,930.2,650,2025-06-02T14:59:55.875474,697.9,79,697.15,18130.45
21,2025-06-02,164,CBBL,Chhimek Laghubitta Bittiya Sanstha Limited,907.1,908.2,889,890.11,26388,23598288.5,889.37,1155,815,2025-06-02T14:59:25.49597,890,196,894.28,28620.12
22,2025-06-02,166,DDBL,Deprosc Laghubitta Bittiya Sanstha Limited,822,822,801.2,805.74,10152,8209943.6,806.94,1099,713,2025-06-02T14:59:55.736714,808,124,808.7,15053.53
23,2025-06-02,171,SANIMA,Sanima Bank Limited,329.9,332,320.5,322.94,155647,50676360.4,323.52,382,240,2025-06-02T14:59:48.091782,324,481,325.58,43860.18
24,2025-06-02,172,NABBC,Narayani Development Bank Limited,1521,1612.5,1521,1559.92,17154,27016014.6,1551.99,2060,521.4,2025-06-02T14:58:54.084762,1570,44,1574.91,4094.28
25,2025-06-02,176,NICL,Nepal Insurance Co. Ltd.,803.6,812,780,785,10527,8298503.4,787.94,1162,749.7,2025-06-02T14:59:04.924642,785,89,788.3,14843.39
26,2025-06-02,177,RBCL,Rastriya Beema Company Limited,14800,14890,14665,14692,220,3250200,14678.65,22493.9,12917,2025-06-02T14:54:32.255818,14700,16,14773.63,39174.23
27,2025-06-02,178,NLICL,National Life Insurance Co. Ltd.,649.5,649.5,635,636.32,45091,28729780.9,636.96,776.1,528,2025-06-02T14:59:52.496517,635,141,637.15,33165.85
28,2025-06-02,179,HEI,Himalayan Everest Insurance Limited,580.5,580.5,570.2,570.93,8396,4820730.4,569.14,810,555,2025-06-02T14:59:13.479829,571,70,574.16,14274.15
29,2025-06-02,180,UAIL,United Ajod Insurance Limited,608.1,608.1,592.1,597.61,7061,4238582,596.22,837.3,545.2,2025-06-02T14:59:43.661529,598.9,86,600.28,12549.81
30,2025-06-02,182,SPIL,Siddhartha Premier Insurance Limited,821,852.7,820,826.36,17573,14579961.8,833.92,1076,760,2025-06-02T14:59:58.937042,836.9,98,829.67,23192.21
31,2025-06-02,183,NIL,Neco Insurance Limited,723.8,735,710,713.49,9826,7006432.4,709.62,1050,687,2025-06-02T14:58:47.746866,716.4,80,713.05,19203.82
32,2025-06-02,184,PRIN,Prabhu Insurance Ltd.,866.5,866.5,845,846.01,6848,5842259,849.57,1113,756,2025-06-02T14:59:58.454803,854.8,72,853.13,12195.13
33,2025-06-02,185,SALICO,Sagarmatha Lumbini Insurance Co. Limited,688,712,670,681.63,8566,5937697.6,675.28,926,658.2,2025-06-02T14:59:50.941875,680.5,50,693.17,17876.69
34,2025-06-02,186,IGI,IGI Prudential insurance Limited,558.3,562,548,548.4,14739,8128863.7,547.38,760,508,2025-06-02T14:59:56.473101,548.5,110,551.52,16612.87
35,2025-06-02,187,NLIC,Nepal Life Insurance Co. Ltd.,765,770,750,763.04,54583,41739456.1,757.56,1060,570.1,2025-06-02T14:59:55.859894,762.5,376,764.69,68893.08
36,2025-06-02,188,LICN,Life Insurance Corporation (Nepal) Limited,929.6,930,913,914.96,15984,14690579.4,911.46,2475,900,2025-06-02T14:59:45.770827,917,190,919.08,45748
37,2025-06-02,192,SICL,Shikhar Insurance Co. Ltd.,764,765.3,749,750.03,8006,6051244.4,750.41,1120,675,2025-06-02T14:59:58.850176,749.2,115,755.83,21904.19
38,2025-06-02,194,NFS,Nepal Finance Ltd.,634.8,641,621.4,623.21,12827,8056587.6,622.36,2614.9,576,2025-06-02T14:59:57.220769,624,174,628.09,5228.38
39,2025-06-02,195,BNL,Bottlers Nepal (Balaju) Limited,16910,16910,16601,16601,40,670120,17150,22500,14900,2025-06-02T14:13:03.891311,16601,3,16753,32353.47
40,2025-06-02,204,GUFL,Gurkhas Finance Ltd.,551.1,561,547,548.07,12560,6961059,540.36,1041,528.1,2025-06-02T14:59:04.369074,548,128,554.22,4757.21
41,2025-06-02,210,CIT,Citizen Investment Trust,1948.6,1987.1,1910,1913.24,15194,29219695.3,1910.46,2700,1887,2025-06-02T14:59:59.463241,1911.2,388,1923.1,124010.72
42,2025-06-02,213,BNT,Bottlers Nepal (Terai) Limited,12760,12780,12500,12635.5,280,3526380,12600,18100,12300,2025-06-02T14:55:43.055337,12605,23,12594.21,15288.95
43,2025-06-02,219,UNL,Unilever Nepal Limited,48572,48572,46730,46730,40,1896340,47620,56805.8,41161,2025-06-02T13:57:45.124144,46730,4,47408.5,43024.31
44,2025-06-02,227,BFC,Best Finance Company Ltd.,490,505,486,488.65,10737,5285115.4,485.09,951.6,418.5,2025-06-02T14:59:53.218108,487.5,120,492.23,4351.06
45,2025-06-02,232,GFCL,Goodwill Finance Limited,648.8,657,637.2,639.5,8757,5614591.4,636.08,1353,446,2025-06-02T14:59:41.481971,639.4,74,641.15,6050.41
46,2025-06-02,235,HDL,Himalayan Distillery Limited,1224.8,1240,1215,1216.96,34797,42547278.9,1224.18,1749,1136,2025-06-02T14:59:48.914527,1215,505,1222.72,37402.07
47,2025-06-02,236,PFL,Pokhara Finance Ltd.,411,417.9,411,413.06,19720,8189226.5,411.07,794.9,339.9,2025-06-02T14:59:57.486265,414,149,415.27,4471.61
48,2025-06-02,238,NMB,NMB Bank Limited,259,259.1,249.4,250.52,64906,16482641.8,254.05,300,179.3,2025-06-02T14:59:29.514677,250,269,253.94,46012.27
49,2025-06-02,244,SIFC,Shree Investment Finance Co. Ltd.,507.2,509,492,494.78,16264,8130237.7,497.35,795,411.1,2025-06-02T14:58:53.161879,493.1,121,499.89,4947.8
50,2025-06-02,245,CFCL,Central Finance Co. Ltd.,532,536,527,529.18,11446,6076537.5,524.48,820,405,2025-06-02T14:59:47.375906,527,94,530.88,5021.26
51,2025-06-02,250,JFL,Janaki Finance Company Limited,477.7,483,470,474.92,9427,4486677.2,468.38,1083.3,400,2025-06-02T14:59:50.732028,477,105,475.93,3279.19
52,2025-06-02,255,PRVU,Prabhu  Bank Limited,223.6,227,217.1,217.72,330022,72640065.8,219.27,297,137,2025-06-02T14:59:58.476949,218,796,220.1,51256.71
53,2025-06-02,256,SFCL,Samriddhi Finance Company Limited,492,500,480,483.01,17568,8540910.2,484.86,1117.9,351,2025-06-02T14:58:59.362625,481,143,486.16,3955.42
54,2025-06-02,263,GMFIL,Guheshowori Merchant Bank & Finance Co. Ltd.,499,505,485.1,485.4,7328,3611836.3,489.51,759,386.1,2025-06-02T14:59:38.39334,485.1,56,492.88,4913.1
55,2025-06-02,268,SWBBL,Swabalamban Laghubitta Bittiya Sanstha Limited,840,841,833,836.17,2930,2449952,838.61,1232,783.3,2025-06-02T14:59:57.419932,839,39,836.16,13852.2
56,2025-06-02,273,ICFC,ICFC Finance Limited,622.7,624.9,610.4,612.16,17038,10478966,610.53,910,504.1,2025-06-02T14:59:53.865446,613,158,615.03,7244.74
57,2025-06-02,274,EDBL,Excel Development Bank Ltd.,603,604,576.4,583.44,37703,22109593.8,591.23,838.2,367.7,2025-06-02T14:59:47.404726,585,85,586.41,7291.22
58,2025-06-02,307,NTC,Nepal Doorsanchar Company Limited,875,875,860,865.14,40156,34822585.7,874.75,1214,800,2025-06-02T14:59:51.324645,865,579,867.18,155725.2
59,2025-06-02,338,PROFL,Progressive Finance Limited,509,509,495,496.57,10238,5122282,499.17,865,343.1,2025-06-02T14:58:56.629085,495,92,500.32,4251.17
60,2025-06-02,339,BFCPO,Best Finance Co. Limited Promoter Share,324,324,324,324,185000,6660000,324,350,188,2025-06-02T14:13:31.439999,324,2,36,47.13
